year,term,value,query_group,source,corpus,smoothing,case_sensitive
1921,artificial teeth,3.646176909011256e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1922,artificial teeth,2.346969561195511e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1923,artificial teeth,3.513923925169138e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1924,artificial teeth,1.9805496770386455e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1925,artificial teeth,2.4352096750224206e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1926,artificial teeth,2.7647146094711417e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1927,artificial teeth,2.0979396768427971e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1928,artificial teeth,2.2302934536699848e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1929,artificial teeth,1.927284831726439e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1930,artificial teeth,2.2422733886307e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1931,artificial teeth,1.7861583162526173e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1932,artificial teeth,2.5559844135658594e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1933,artificial teeth,1.6974856587026466e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1934,artificial teeth,2.2792621236222832e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1935,artificial teeth,1.8485987718364072e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1936,artificial teeth,2.0388300137064164e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1937,artificial teeth,1.6771235014645391e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1938,artificial teeth,1.8363025229561902e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1939,artificial teeth,1.99695362523844e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1940,artificial teeth,1.6705083044632474e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1941,artificial teeth,1.396864512531737e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1942,artificial teeth,1.7550128195154002e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1943,artificial teeth,2.035436983127692e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1944,artificial teeth,1.8611536764523429e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1945,artificial teeth,1.502073184583841e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1946,artificial teeth,1.8549452972249636e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1947,artificial teeth,1.8350520349791344e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1948,artificial teeth,2.0122209466039154e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1949,artificial teeth,1.654518694688134e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1950,artificial teeth,1.4842417769833638e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1951,artificial teeth,1.5584936191581633e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1952,artificial teeth,1.6912668643342954e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1953,artificial teeth,1.419836529875651e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1954,artificial teeth,1.4175873852551035e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1955,artificial teeth,1.0825322477314714e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1956,artificial teeth,1.1855103032587522e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1957,artificial teeth,1.1432248041287618e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1958,artificial teeth,1.0190900879419873e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1959,artificial teeth,1.0722135990182124e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1960,artificial teeth,1.1122377217842594e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1961,artificial teeth,9.60987827994253e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1962,artificial teeth,1.1064475136102203e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1963,artificial teeth,9.390371583095636e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1964,artificial teeth,9.230867048515279e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1965,artificial teeth,9.890507990384378e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1966,artificial teeth,8.591730385476559e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1967,artificial teeth,7.256172110392534e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1968,artificial teeth,9.74634590811263e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1969,artificial teeth,7.753588272818579e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1970,artificial teeth,7.729113852411595e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1971,artificial teeth,7.258796021203384e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1972,artificial teeth,6.804693438583476e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1973,artificial teeth,6.785843077727893e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1974,artificial teeth,6.834753835116558e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1975,artificial teeth,8.260268113957636e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1976,artificial teeth,6.406728884911228e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1977,artificial teeth,5.2438427950579625e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1978,artificial teeth,4.574636719434366e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1979,artificial teeth,5.471888830932414e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1980,artificial teeth,8.907062961846512e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1981,artificial teeth,5.127429255485927e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1982,artificial teeth,4.643091999073645e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1983,artificial teeth,4.947432130641971e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1984,artificial teeth,7.224064165270438e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1985,artificial teeth,6.192056489773279e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1986,artificial teeth,6.419860020673296e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1987,artificial teeth,5.039229095810116e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1988,artificial teeth,5.976083540873423e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1989,artificial teeth,7.095157049732959e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1990,artificial teeth,5.750477370669582e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1991,artificial teeth,4.557489619028132e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1992,artificial teeth,6.589540294324459e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1993,artificial teeth,5.082336856920833e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1994,artificial teeth,6.775707201214787e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1995,artificial teeth,5.760389951148248e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1996,artificial teeth,4.381975790557213e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1997,artificial teeth,4.07001157151643e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1998,artificial teeth,4.801582306063201e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1999,artificial teeth,4.451468353303123e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2000,artificial teeth,3.637414443952158e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2001,artificial teeth,3.5257911430719435e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2002,artificial teeth,4.829677899276241e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2003,artificial teeth,4.060461983312891e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2004,artificial teeth,3.527422678950565e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2005,artificial teeth,3.1454624127569275e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2006,artificial teeth,3.119154534658719e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2007,artificial teeth,3.605472509438101e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2008,artificial teeth,2.8544746455416714e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2009,artificial teeth,3.173071915982262e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2010,artificial teeth,2.784137526079533e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2011,artificial teeth,2.5246043009602426e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2012,artificial teeth,2.0606413443646776e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2013,artificial teeth,2.608971030881868e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2014,artificial teeth,1.9494623151872226e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2015,artificial teeth,2.7638116018025016e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2016,artificial teeth,2.5898738709173585e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2017,artificial teeth,3.4011459267013766e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2018,artificial teeth,2.7770478014388367e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
2019,artificial teeth,2.039793753350061e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1800,artificial limb,2.2740977989599287e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1801,artificial limb,4.588604340938218e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1802,artificial limb,7.996206363714009e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1803,artificial limb,1.9351378277576714e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1804,artificial limb,5.841044092846914e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1805,artificial limb,2.5779223200572687e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1806,artificial limb,0,priority_phrase,Google Books Ngram Viewer,en,0,false
1807,artificial limb,1.8720118788451146e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1808,artificial limb,6.278963349259925e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1809,artificial limb,0,priority_phrase,Google Books Ngram Viewer,en,0,false
1810,artificial limb,3.750890709142141e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1811,artificial limb,0,priority_phrase,Google Books Ngram Viewer,en,0,false
1812,artificial limb,0,priority_phrase,Google Books Ngram Viewer,en,0,false
1813,artificial limb,1.6535506297543634e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1814,artificial limb,3.744995868970591e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1815,artificial limb,5.430431215813769e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1816,artificial limb,2.729905190790305e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1817,artificial limb,8.292043496282986e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1818,artificial limb,1.521785586433566e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1819,artificial limb,4.888392357571547e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1820,artificial limb,3.0164077902128383e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1821,artificial limb,3.2873019861767716e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1822,artificial limb,9.838425851782517e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1823,artificial limb,9.674449685803665e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1824,artificial limb,5.56605161960988e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1825,artificial limb,1.0939528394260378e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1826,artificial limb,1.0739611200349941e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1827,artificial limb,2.278229160879164e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1828,artificial limb,5.311708406452453e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1829,artificial limb,6.600801238931808e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1830,artificial limb,3.081418609163222e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1831,artificial limb,1.4764128364319618e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1832,artificial limb,1.5969983890862238e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1833,artificial limb,6.519316364528294e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1834,artificial limb,4.039936718491788e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1835,artificial limb,1.4635280598529476e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1836,artificial limb,7.317226380365582e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1837,artificial limb,1.1556744228258253e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1838,artificial limb,1.216778755530612e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1839,artificial limb,1.576692604254859e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1840,artificial limb,3.6028039440694215e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1841,artificial limb,4.647390472456436e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1842,artificial limb,7.123108269890821e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1843,artificial limb,2.5856750629493774e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1844,artificial limb,1.371090974089384e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1845,artificial limb,8.055415889884898e-9,priority_phrase,Google Books Ngram Viewer,en,0,false
1846,artificial limb,2.231687568077234e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1847,artificial limb,2.6230557004236488e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1848,artificial limb,1.5300137934382008e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1849,artificial limb,2.0049241933328688e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1850,artificial limb,1.8537880674962537e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1851,artificial limb,1.8905041504480025e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1852,artificial limb,5.632991298409884e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1853,artificial limb,2.7830142412810233e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1854,artificial limb,6.00339959966334e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1855,artificial limb,1.4019756933159044e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1856,artificial limb,6.10328296790641e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1857,artificial limb,1.4157394170877247e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1858,artificial limb,4.240067086325183e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1859,artificial limb,3.278167537423826e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1860,artificial limb,2.9196115136631562e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1861,artificial limb,5.99502760212367e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1862,artificial limb,7.512390115538281e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1863,artificial limb,1.2013898698093328e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1864,artificial limb,7.933366566459377e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1865,artificial limb,1.4760009303671495e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1866,artificial limb,2.287603070860733e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1867,artificial limb,1.1737319338678276e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1868,artificial limb,9.035159198589326e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1869,artificial limb,9.96249649443115e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1870,artificial limb,1.32511548012193e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1871,artificial limb,8.881341617694716e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1872,artificial limb,1.3523144959393107e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1873,artificial limb,4.436250927719598e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1874,artificial limb,8.47638328416167e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1875,artificial limb,1.2008751948400231e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1876,artificial limb,1.0299710617722724e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1877,artificial limb,1.0063800148785162e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1878,artificial limb,4.2057183846644364e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1879,artificial limb,5.510785511253502e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1880,artificial limb,6.60606904734351e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1881,artificial limb,4.878064074897992e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1882,artificial limb,7.616310815361516e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1883,artificial limb,2.2898297080686802e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1884,artificial limb,7.529923462534782e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1885,artificial limb,1.0930897609284784e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1886,artificial limb,9.036598669354134e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1887,artificial limb,6.485560188895789e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1888,artificial limb,1.4431047823393328e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1889,artificial limb,1.1934937815816227e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1890,artificial limb,7.991408956797841e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1891,artificial limb,1.0818424733827214e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1892,artificial limb,1.2740193433558034e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1893,artificial limb,1.3769293882859301e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1894,artificial limb,7.803450063903483e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1895,artificial limb,1.2196881371551171e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1896,artificial limb,1.5257635777032874e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1897,artificial limb,1.3003581766923844e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1898,artificial limb,1.3204404059052877e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1899,artificial limb,1.448084914201786e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1900,artificial limb,1.261630675486458e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1901,artificial limb,1.7790927753225105e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1902,artificial limb,2.0100448061555198e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1903,artificial limb,1.2766429158261872e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1904,artificial limb,1.8026859827102726e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1905,artificial limb,1.447114197361543e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1906,artificial limb,1.4133664905102705e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1907,artificial limb,8.806146256645775e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1908,artificial limb,1.1556415469016201e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1909,artificial limb,9.610202433840698e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1910,artificial limb,9.370301912170476e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1911,artificial limb,1.1077068062803619e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1912,artificial limb,1.4850344420835881e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1913,artificial limb,1.2222842205034112e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1914,artificial limb,1.8805354162765298e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1915,artificial limb,1.6301070843161014e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1916,artificial limb,2.195720085959585e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1917,artificial limb,2.7132027469178865e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1918,artificial limb,5.622288016815524e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1919,artificial limb,4.64561916047046e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1920,artificial limb,3.191017413639585e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1921,artificial limb,2.705012196457801e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1922,artificial limb,1.9040736898290334e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1923,artificial limb,1.9914717341862342e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1924,artificial limb,1.8825156811175248e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1925,artificial limb,1.6952653147939145e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1926,artificial limb,1.3965069500798677e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1927,artificial limb,1.3188838376976264e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1928,artificial limb,1.4517612371978128e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1929,artificial limb,1.216448097807188e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1930,artificial limb,1.283452268907581e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1931,artificial limb,1.1216449324891187e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1932,artificial limb,1.166464986823712e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1933,artificial limb,1.2009608596486032e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1934,artificial limb,1.076354445572747e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1935,artificial limb,1.9926935035385895e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1936,artificial limb,1.0219750334883315e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1937,artificial limb,1.2807541027726188e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1938,artificial limb,1.060286995979709e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1939,artificial limb,1.0304369357783116e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1940,artificial limb,1.1061626281616554e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1941,artificial limb,1.0391585547608884e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1942,artificial limb,2.1761673618669874e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1943,artificial limb,1.466900743096744e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1944,artificial limb,1.5628411142998289e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1945,artificial limb,3.144846915797972e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1946,artificial limb,1.653984149641019e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1947,artificial limb,1.522639845319418e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1948,artificial limb,1.5715474388500184e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1949,artificial limb,1.552041881680566e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1950,artificial limb,1.4178213098015036e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1951,artificial limb,1.4216759282315028e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1952,artificial limb,1.3126119569051298e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1953,artificial limb,1.6141647653233893e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1954,artificial limb,2.403361127889525e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1955,artificial limb,1.8001751111995645e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1956,artificial limb,1.2652216448832965e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1957,artificial limb,1.7084735182137933e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1958,artificial limb,2.8286038844527184e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1959,artificial limb,1.6950383274760839e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1960,artificial limb,1.5116381124613554e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1961,artificial limb,1.2804752547168619e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1962,artificial limb,1.3458980041569646e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1963,artificial limb,8.057505976322155e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1964,artificial limb,1.3491835362811067e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1965,artificial limb,9.490678687384957e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1966,artificial limb,9.110373122567239e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1967,artificial limb,8.240981674845216e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1968,artificial limb,9.269334722006306e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1969,artificial limb,8.566562460787797e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1970,artificial limb,1.1013389000780194e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1971,artificial limb,9.443539772391318e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1972,artificial limb,1.1214808504078633e-7,priority_phrase,Google Books Ngram Viewer,en,0,false
1973,artificial limb,8.66203231919549e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1974,artificial limb,9.606560415209575e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1975,artificial limb,7.401983656563083e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1976,artificial limb,6.823604928318794e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1977,artificial limb,5.962624802582916e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1978,artificial limb,6.33492340806896e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1979,artificial limb,6.472234203441785e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1980,artificial limb,5.744410074698392e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1981,artificial limb,5.751035457232656e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1982,artificial limb,6.132998930583056e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1983,artificial limb,6.558465765610366e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1984,artificial limb,4.9833369653029536e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1985,artificial limb,4.921241947286603e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1986,artificial limb,7.334080630305717e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1987,artificial limb,5.640472000578711e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1988,artificial limb,4.854633206541337e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1989,artificial limb,4.952956644821427e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1990,artificial limb,4.9145452374332876e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1991,artificial limb,5.39580828906594e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1992,artificial limb,5.125701374453229e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1993,artificial limb,4.860578473042665e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1994,artificial limb,4.131083897185306e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1995,artificial limb,4.507347250992666e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1996,artificial limb,3.81522189396577e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1997,artificial limb,4.411518255906244e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1998,artificial limb,3.51392798192407e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
1999,artificial limb,4.0964719148078865e-8,priority_phrase,Google Books Ngram Viewer,en,0,false
