year,term,value,source,corpus,smoothing,case_sensitive
1897,contrivance,0.0000019957674055604002,Google Books Ngram Viewer,en,0,false
1898,contrivance,0.0000017179842100034648,Google Books Ngram Viewer,en,0,false
1899,contrivance,0.000001711889750843909,Google Books Ngram Viewer,en,0,false
1900,contrivance,0.0000016744602522322793,Google Books Ngram Viewer,en,0,false
1901,contrivance,0.0000016970018519302243,Google Books Ngram Viewer,en,0,false
1902,contrivance,0.0000015005512175036984,Google Books Ngram Viewer,en,0,false
1903,contrivance,0.000001438260783359624,Google Books Ngram Viewer,en,0,false
1904,contrivance,0.0000015650258342603252,Google Books Ngram Viewer,en,0,false
1905,contrivance,0.000001400557123609758,Google Books Ngram Viewer,en,0,false
1906,contrivance,0.000001490159982964201,Google Books Ngram Viewer,en,0,false
1907,contrivance,0.0000013274833996490543,Google Books Ngram Viewer,en,0,false
1908,contrivance,0.000001283752803615812,Google Books Ngram Viewer,en,0,false
1909,contrivance,0.0000013385854162883959,Google Books Ngram Viewer,en,0,false
1910,contrivance,0.0000013902554076850038,Google Books Ngram Viewer,en,0,false
1911,contrivance,0.000001400885553559661,Google Books Ngram Viewer,en,0,false
1912,contrivance,0.0000012472666996998782,Google Books Ngram Viewer,en,0,false
1913,contrivance,0.0000011295077917417018,Google Books Ngram Viewer,en,0,false
1914,contrivance,0.0000011674140729667215,Google Books Ngram Viewer,en,0,false
1915,contrivance,0.0000010651965229868665,Google Books Ngram Viewer,en,0,false
1916,contrivance,9.549045572043724e-7,Google Books Ngram Viewer,en,0,false
1917,contrivance,9.478888367553395e-7,Google Books Ngram Viewer,en,0,false
1918,contrivance,8.84379724341855e-7,Google Books Ngram Viewer,en,0,false
1919,contrivance,8.93957249781252e-7,Google Books Ngram Viewer,en,0,false
1920,contrivance,8.326707048311732e-7,Google Books Ngram Viewer,en,0,false
1921,contrivance,8.569994491836042e-7,Google Books Ngram Viewer,en,0,false
1922,contrivance,8.542987235404809e-7,Google Books Ngram Viewer,en,0,false
1923,contrivance,8.236255040205975e-7,Google Books Ngram Viewer,en,0,false
1924,contrivance,8.049350368466435e-7,Google Books Ngram Viewer,en,0,false
1925,contrivance,8.527174011341287e-7,Google Books Ngram Viewer,en,0,false
1926,contrivance,8.487762531705911e-7,Google Books Ngram Viewer,en,0,false
1927,contrivance,7.848604195448416e-7,Google Books Ngram Viewer,en,0,false
1928,contrivance,7.414129361560384e-7,Google Books Ngram Viewer,en,0,false
1929,contrivance,8.280980645647418e-7,Google Books Ngram Viewer,en,0,false
1930,contrivance,6.794514944008512e-7,Google Books Ngram Viewer,en,0,false
1931,contrivance,6.876778271269757e-7,Google Books Ngram Viewer,en,0,false
1932,contrivance,6.288553222599802e-7,Google Books Ngram Viewer,en,0,false
1933,contrivance,6.21513980836319e-7,Google Books Ngram Viewer,en,0,false
1934,contrivance,6.828244396572813e-7,Google Books Ngram Viewer,en,0,false
1935,contrivance,6.680603207298574e-7,Google Books Ngram Viewer,en,0,false
1936,contrivance,6.890178432250593e-7,Google Books Ngram Viewer,en,0,false
1937,contrivance,6.83854612271162e-7,Google Books Ngram Viewer,en,0,false
1938,contrivance,6.605520741498339e-7,Google Books Ngram Viewer,en,0,false
1939,contrivance,5.670018852210745e-7,Google Books Ngram Viewer,en,0,false
1940,contrivance,5.409159378189088e-7,Google Books Ngram Viewer,en,0,false
1941,contrivance,6.961106093772429e-7,Google Books Ngram Viewer,en,0,false
1942,contrivance,4.3776960012564814e-7,Google Books Ngram Viewer,en,0,false
1943,contrivance,4.522187766475838e-7,Google Books Ngram Viewer,en,0,false
1944,contrivance,4.923580052551557e-7,Google Books Ngram Viewer,en,0,false
1945,contrivance,4.7423309257332846e-7,Google Books Ngram Viewer,en,0,false
1946,contrivance,4.981792982583499e-7,Google Books Ngram Viewer,en,0,false
1947,contrivance,4.684720715797397e-7,Google Books Ngram Viewer,en,0,false
1948,contrivance,4.911732038870298e-7,Google Books Ngram Viewer,en,0,false
1949,contrivance,4.6721326363297067e-7,Google Books Ngram Viewer,en,0,false
1950,contrivance,4.7185665685844924e-7,Google Books Ngram Viewer,en,0,false
1951,contrivance,4.85910944036938e-7,Google Books Ngram Viewer,en,0,false
1952,contrivance,4.777867441685402e-7,Google Books Ngram Viewer,en,0,false
1953,contrivance,4.5804933068716025e-7,Google Books Ngram Viewer,en,0,false
1954,contrivance,4.1102785020008525e-7,Google Books Ngram Viewer,en,0,false
1955,contrivance,4.307068706133066e-7,Google Books Ngram Viewer,en,0,false
1956,contrivance,4.338045238583277e-7,Google Books Ngram Viewer,en,0,false
1957,contrivance,4.4446145008869564e-7,Google Books Ngram Viewer,en,0,false
1958,contrivance,3.637831014202675e-7,Google Books Ngram Viewer,en,0,false
1959,contrivance,3.973083102515318e-7,Google Books Ngram Viewer,en,0,false
1960,contrivance,3.994567783216496e-7,Google Books Ngram Viewer,en,0,false
1961,contrivance,4.2589891879885045e-7,Google Books Ngram Viewer,en,0,false
1962,contrivance,4.2133480304684667e-7,Google Books Ngram Viewer,en,0,false
1963,contrivance,4.569852616320702e-7,Google Books Ngram Viewer,en,0,false
1964,contrivance,4.310139856134043e-7,Google Books Ngram Viewer,en,0,false
1965,contrivance,4.6247703888724345e-7,Google Books Ngram Viewer,en,0,false
1966,contrivance,4.0897274988793697e-7,Google Books Ngram Viewer,en,0,false
1967,contrivance,4.611311115176875e-7,Google Books Ngram Viewer,en,0,false
1968,contrivance,5.123188655531408e-7,Google Books Ngram Viewer,en,0,false
1969,contrivance,5.057735719127265e-7,Google Books Ngram Viewer,en,0,false
1970,contrivance,4.797909551879087e-7,Google Books Ngram Viewer,en,0,false
1971,contrivance,4.777900262098456e-7,Google Books Ngram Viewer,en,0,false
1972,contrivance,4.12765807089599e-7,Google Books Ngram Viewer,en,0,false
1973,contrivance,4.152740211704753e-7,Google Books Ngram Viewer,en,0,false
1974,contrivance,3.8111007882868364e-7,Google Books Ngram Viewer,en,0,false
1975,contrivance,4.1157628483112774e-7,Google Books Ngram Viewer,en,0,false
1976,contrivance,3.420689831390433e-7,Google Books Ngram Viewer,en,0,false
1977,contrivance,3.4589430275566713e-7,Google Books Ngram Viewer,en,0,false
1978,contrivance,3.1466353478393216e-7,Google Books Ngram Viewer,en,0,false
1979,contrivance,3.110391426641712e-7,Google Books Ngram Viewer,en,0,false
1980,contrivance,3.1050317517156145e-7,Google Books Ngram Viewer,en,0,false
1981,contrivance,3.078288358659975e-7,Google Books Ngram Viewer,en,0,false
1982,contrivance,3.0945000939475165e-7,Google Books Ngram Viewer,en,0,false
1983,contrivance,2.948496111709886e-7,Google Books Ngram Viewer,en,0,false
1984,contrivance,2.914932233366585e-7,Google Books Ngram Viewer,en,0,false
1985,contrivance,2.8421156855751306e-7,Google Books Ngram Viewer,en,0,false
1986,contrivance,2.8599917734073443e-7,Google Books Ngram Viewer,en,0,false
1987,contrivance,2.959732567919815e-7,Google Books Ngram Viewer,en,0,false
1988,contrivance,2.789339501596544e-7,Google Books Ngram Viewer,en,0,false
1989,contrivance,3.15682960660979e-7,Google Books Ngram Viewer,en,0,false
1990,contrivance,2.7369939181731695e-7,Google Books Ngram Viewer,en,0,false
1991,contrivance,2.647692597390616e-7,Google Books Ngram Viewer,en,0,false
1992,contrivance,2.7912808375774034e-7,Google Books Ngram Viewer,en,0,false
1993,contrivance,2.7929976298413095e-7,Google Books Ngram Viewer,en,0,false
1994,contrivance,2.592737815554358e-7,Google Books Ngram Viewer,en,0,false
1995,contrivance,2.7840186922478694e-7,Google Books Ngram Viewer,en,0,false
1996,contrivance,2.818444836405476e-7,Google Books Ngram Viewer,en,0,false
1997,contrivance,2.875667485802147e-7,Google Books Ngram Viewer,en,0,false
1998,contrivance,3.062022622124516e-7,Google Books Ngram Viewer,en,0,false
1999,contrivance,3.4605758381101026e-7,Google Books Ngram Viewer,en,0,false
2000,contrivance,3.226886579610344e-7,Google Books Ngram Viewer,en,0,false
2001,contrivance,3.1274263279090775e-7,Google Books Ngram Viewer,en,0,false
2002,contrivance,3.054586794615233e-7,Google Books Ngram Viewer,en,0,false
2003,contrivance,3.4397488157811296e-7,Google Books Ngram Viewer,en,0,false
2004,contrivance,3.2646038777839337e-7,Google Books Ngram Viewer,en,0,false
2005,contrivance,3.367122237696307e-7,Google Books Ngram Viewer,en,0,false
2006,contrivance,3.496625849974677e-7,Google Books Ngram Viewer,en,0,false
2007,contrivance,3.7148349313342877e-7,Google Books Ngram Viewer,en,0,false
2008,contrivance,4.329037471828556e-7,Google Books Ngram Viewer,en,0,false
2009,contrivance,4.006273035539465e-7,Google Books Ngram Viewer,en,0,false
2010,contrivance,3.968109696383948e-7,Google Books Ngram Viewer,en,0,false
2011,contrivance,3.586848967840339e-7,Google Books Ngram Viewer,en,0,false
2012,contrivance,2.846312322501987e-7,Google Books Ngram Viewer,en,0,false
2013,contrivance,3.652614439242363e-7,Google Books Ngram Viewer,en,0,false
2014,contrivance,3.7847971190441143e-7,Google Books Ngram Viewer,en,0,false
2015,contrivance,3.4872385079598445e-7,Google Books Ngram Viewer,en,0,false
2016,contrivance,3.6168327555152757e-7,Google Books Ngram Viewer,en,0,false
2017,contrivance,3.678293458708737e-7,Google Books Ngram Viewer,en,0,false
2018,contrivance,3.9284828434738017e-7,Google Books Ngram Viewer,en,0,false
2019,contrivance,3.138604667274336e-7,Google Books Ngram Viewer,en,0,false
1800,contrived,0.000011443975364677783,Google Books Ngram Viewer,en,0,false
1801,contrived,0.000011317490895557114,Google Books Ngram Viewer,en,0,false
1802,contrived,0.000013615264339961186,Google Books Ngram Viewer,en,0,false
1803,contrived,0.000010321223630427312,Google Books Ngram Viewer,en,0,false
1804,contrived,0.000009819125491139502,Google Books Ngram Viewer,en,0,false
1805,contrived,0.000012130411863875423,Google Books Ngram Viewer,en,0,false
1806,contrived,0.000012686969068864684,Google Books Ngram Viewer,en,0,false
1807,contrived,0.000013220034988492557,Google Books Ngram Viewer,en,0,false
1808,contrived,0.00001226422715383535,Google Books Ngram Viewer,en,0,false
1809,contrived,0.000012666348919054826,Google Books Ngram Viewer,en,0,false
1810,contrived,0.000014386722314019273,Google Books Ngram Viewer,en,0,false
1811,contrived,0.000012803293646390657,Google Books Ngram Viewer,en,0,false
1812,contrived,0.000011789750978152824,Google Books Ngram Viewer,en,0,false
1813,contrived,0.000012751829746804333,Google Books Ngram Viewer,en,0,false
1814,contrived,0.000010202223354127682,Google Books Ngram Viewer,en,0,false
1815,contrived,0.000012382462328375254,Google Books Ngram Viewer,en,0,false
1816,contrived,0.000012443373276660452,Google Books Ngram Viewer,en,0,false
1817,contrived,0.0000121903253136324,Google Books Ngram Viewer,en,0,false
1818,contrived,0.000010738565127788036,Google Books Ngram Viewer,en,0,false
1819,contrived,0.000016459606016816508,Google Books Ngram Viewer,en,0,false
1820,contrived,0.000011503806254697935,Google Books Ngram Viewer,en,0,false
1821,contrived,0.000011878096803918936,Google Books Ngram Viewer,en,0,false
1822,contrived,0.000011741977738122245,Google Books Ngram Viewer,en,0,false
1823,contrived,0.000012668399741233571,Google Books Ngram Viewer,en,0,false
1824,contrived,0.000011266442470514448,Google Books Ngram Viewer,en,0,false
1825,contrived,0.000012411466524753223,Google Books Ngram Viewer,en,0,false
1826,contrived,0.000010629624156877071,Google Books Ngram Viewer,en,0,false
1827,contrived,0.000013132322754572101,Google Books Ngram Viewer,en,0,false
1828,contrived,0.000011034688108146895,Google Books Ngram Viewer,en,0,false
1829,contrived,0.000011578899102748785,Google Books Ngram Viewer,en,0,false
1830,contrived,0.000012223858173787683,Google Books Ngram Viewer,en,0,false
1831,contrived,0.000010525948561213028,Google Books Ngram Viewer,en,0,false
1832,contrived,0.000007438624372024805,Google Books Ngram Viewer,en,0,false
1833,contrived,0.000011895632800573708,Google Books Ngram Viewer,en,0,false
1834,contrived,0.000010448721664779725,Google Books Ngram Viewer,en,0,false
1835,contrived,0.000011913140304908865,Google Books Ngram Viewer,en,0,false
1836,contrived,0.00001012496501417992,Google Books Ngram Viewer,en,0,false
1837,contrived,0.00001065596066696095,Google Books Ngram Viewer,en,0,false
1838,contrived,0.000010364952796271254,Google Books Ngram Viewer,en,0,false
1839,contrived,0.000010015377406524806,Google Books Ngram Viewer,en,0,false
1840,contrived,0.000011060982116006812,Google Books Ngram Viewer,en,0,false
1841,contrived,0.000011573284301569231,Google Books Ngram Viewer,en,0,false
1842,contrived,0.0000108154938316396,Google Books Ngram Viewer,en,0,false
1843,contrived,0.000010087075489551012,Google Books Ngram Viewer,en,0,false
1844,contrived,0.00000997978169658964,Google Books Ngram Viewer,en,0,false
1845,contrived,0.000009783896823822857,Google Books Ngram Viewer,en,0,false
1846,contrived,0.000009500017774222158,Google Books Ngram Viewer,en,0,false
1847,contrived,0.0000087025019332998,Google Books Ngram Viewer,en,0,false
1848,contrived,0.000008492814728811027,Google Books Ngram Viewer,en,0,false
1849,contrived,0.000008591178965122737,Google Books Ngram Viewer,en,0,false
1850,contrived,0.000008616601521627132,Google Books Ngram Viewer,en,0,false
1851,contrived,0.0000091910871673484,Google Books Ngram Viewer,en,0,false
1852,contrived,0.000009174807520828665,Google Books Ngram Viewer,en,0,false
1853,contrived,0.000007858593723319984,Google Books Ngram Viewer,en,0,false
1854,contrived,0.000008478249481136402,Google Books Ngram Viewer,en,0,false
1855,contrived,0.000007894906641103816,Google Books Ngram Viewer,en,0,false
1856,contrived,0.000008149219842046307,Google Books Ngram Viewer,en,0,false
1857,contrived,0.000007630143085357588,Google Books Ngram Viewer,en,0,false
1858,contrived,0.000007576885328264282,Google Books Ngram Viewer,en,0,false
1859,contrived,0.000007258317334279951,Google Books Ngram Viewer,en,0,false
1860,contrived,0.000007221895462539152,Google Books Ngram Viewer,en,0,false
1861,contrived,0.000006752036603829836,Google Books Ngram Viewer,en,0,false
1862,contrived,0.000006906726407240882,Google Books Ngram Viewer,en,0,false
1863,contrived,0.0000065611434987289385,Google Books Ngram Viewer,en,0,false
1864,contrived,0.000006541520482183927,Google Books Ngram Viewer,en,0,false
1865,contrived,0.0000062407819922949415,Google Books Ngram Viewer,en,0,false
1866,contrived,0.0000058326610608006035,Google Books Ngram Viewer,en,0,false
1867,contrived,0.000006234919937675443,Google Books Ngram Viewer,en,0,false
1868,contrived,0.000005553703174454583,Google Books Ngram Viewer,en,0,false
1869,contrived,0.000005920119358071574,Google Books Ngram Viewer,en,0,false
1870,contrived,0.00000566391330414362,Google Books Ngram Viewer,en,0,false
1871,contrived,0.000005164790241485306,Google Books Ngram Viewer,en,0,false
1872,contrived,0.000005023716719065874,Google Books Ngram Viewer,en,0,false
1873,contrived,0.0000055229830753233955,Google Books Ngram Viewer,en,0,false
1874,contrived,0.000004877111535517287,Google Books Ngram Viewer,en,0,false
1875,contrived,0.00000519741082727343,Google Books Ngram Viewer,en,0,false
1876,contrived,0.0000051350111549552935,Google Books Ngram Viewer,en,0,false
1877,contrived,0.000004502572599540677,Google Books Ngram Viewer,en,0,false
1878,contrived,0.000004271278753575913,Google Books Ngram Viewer,en,0,false
1879,contrived,0.000004320673080537851,Google Books Ngram Viewer,en,0,false
1880,contrived,0.000004464012536953277,Google Books Ngram Viewer,en,0,false
1881,contrived,0.000003969680148152577,Google Books Ngram Viewer,en,0,false
1882,contrived,0.000003762261423734259,Google Books Ngram Viewer,en,0,false
1883,contrived,0.000003895839130407808,Google Books Ngram Viewer,en,0,false
1884,contrived,0.000003538691673465877,Google Books Ngram Viewer,en,0,false
1885,contrived,0.000003502813351152767,Google Books Ngram Viewer,en,0,false
1886,contrived,0.0000032362445614442237,Google Books Ngram Viewer,en,0,false
1887,contrived,0.000003076472234742056,Google Books Ngram Viewer,en,0,false
1888,contrived,0.0000030127307653060598,Google Books Ngram Viewer,en,0,false
1889,contrived,0.000002801173600963658,Google Books Ngram Viewer,en,0,false
1890,contrived,0.0000031174541788026033,Google Books Ngram Viewer,en,0,false
1891,contrived,0.0000026551407059649534,Google Books Ngram Viewer,en,0,false
1892,contrived,0.000002536641379835558,Google Books Ngram Viewer,en,0,false
1893,contrived,0.0000024746314774004574,Google Books Ngram Viewer,en,0,false
1894,contrived,0.0000024867163581632212,Google Books Ngram Viewer,en,0,false
1895,contrived,0.0000023608689572185426,Google Books Ngram Viewer,en,0,false
1896,contrived,0.0000022179700668312208,Google Books Ngram Viewer,en,0,false
1897,contrived,0.000002154024085321282,Google Books Ngram Viewer,en,0,false
1898,contrived,0.0000021665519587266147,Google Books Ngram Viewer,en,0,false
1899,contrived,0.0000025817811042383454,Google Books Ngram Viewer,en,0,false
1900,contrived,0.0000020178235278223156,Google Books Ngram Viewer,en,0,false
1901,contrived,0.0000018968602664148904,Google Books Ngram Viewer,en,0,false
1902,contrived,0.000001736194719159645,Google Books Ngram Viewer,en,0,false
1903,contrived,0.0000016502052087030705,Google Books Ngram Viewer,en,0,false
1904,contrived,0.0000016683917566651107,Google Books Ngram Viewer,en,0,false
1905,contrived,0.0000014730266675311299,Google Books Ngram Viewer,en,0,false
1906,contrived,0.0000014137442228001618,Google Books Ngram Viewer,en,0,false
1907,contrived,0.000001365228088356929,Google Books Ngram Viewer,en,0,false
1908,contrived,0.0000013280058520637184,Google Books Ngram Viewer,en,0,false
1909,contrived,0.0000013374586111947195,Google Books Ngram Viewer,en,0,false
1910,contrived,0.0000016074560743595256,Google Books Ngram Viewer,en,0,false
1911,contrived,0.000001491327606295556,Google Books Ngram Viewer,en,0,false
1912,contrived,0.0000011992275579242317,Google Books Ngram Viewer,en,0,false
1913,contrived,0.0000010780156847745026,Google Books Ngram Viewer,en,0,false
1914,contrived,9.740045158190824e-7,Google Books Ngram Viewer,en,0,false
1915,contrived,8.992595552648197e-7,Google Books Ngram Viewer,en,0,false
1916,contrived,8.015821271190049e-7,Google Books Ngram Viewer,en,0,false
1917,contrived,9.429737337363076e-7,Google Books Ngram Viewer,en,0,false
1918,contrived,8.044575556809264e-7,Google Books Ngram Viewer,en,0,false
1919,contrived,8.923908362823418e-7,Google Books Ngram Viewer,en,0,false
1920,contrived,9.136968435186077e-7,Google Books Ngram Viewer,en,0,false
1921,contrived,9.357464829662376e-7,Google Books Ngram Viewer,en,0,false
1922,contrived,9.709957583536877e-7,Google Books Ngram Viewer,en,0,false
1923,contrived,0.0000010375630639658517,Google Books Ngram Viewer,en,0,false
1924,contrived,0.0000010792118614322277,Google Books Ngram Viewer,en,0,false
1925,contrived,0.0000010981727645020811,Google Books Ngram Viewer,en,0,false
1926,contrived,0.0000011805417400034823,Google Books Ngram Viewer,en,0,false
1927,contrived,0.0000011521488266774682,Google Books Ngram Viewer,en,0,false
1928,contrived,0.0000010745320878635667,Google Books Ngram Viewer,en,0,false
1929,contrived,0.0000010917275262145587,Google Books Ngram Viewer,en,0,false
1930,contrived,0.0000010340774974082478,Google Books Ngram Viewer,en,0,false
1931,contrived,0.0000010139311641399473,Google Books Ngram Viewer,en,0,false
1932,contrived,0.0000010215397523993808,Google Books Ngram Viewer,en,0,false
1933,contrived,0.0000010306197892884228,Google Books Ngram Viewer,en,0,false
1934,contrived,0.0000010564838532900467,Google Books Ngram Viewer,en,0,false
1935,contrived,0.000001065885103512798,Google Books Ngram Viewer,en,0,false
1936,contrived,9.408124185261713e-7,Google Books Ngram Viewer,en,0,false
1937,contrived,0.0000010689500209160041,Google Books Ngram Viewer,en,0,false
1938,contrived,0.000001049787248741385,Google Books Ngram Viewer,en,0,false
1939,contrived,9.381856478363204e-7,Google Books Ngram Viewer,en,0,false
1940,contrived,9.161757376086044e-7,Google Books Ngram Viewer,en,0,false
1941,contrived,7.857100390307181e-7,Google Books Ngram Viewer,en,0,false
1942,contrived,8.252503378436415e-7,Google Books Ngram Viewer,en,0,false
1943,contrived,9.076255249595988e-7,Google Books Ngram Viewer,en,0,false
1944,contrived,9.759737347181385e-7,Google Books Ngram Viewer,en,0,false
1945,contrived,9.767942881211411e-7,Google Books Ngram Viewer,en,0,false
1946,contrived,0.0000010775003396190641,Google Books Ngram Viewer,en,0,false
1947,contrived,0.0000011073635604041954,Google Books Ngram Viewer,en,0,false
1948,contrived,0.0000010467398794400395,Google Books Ngram Viewer,en,0,false
1949,contrived,0.0000010991072907362565,Google Books Ngram Viewer,en,0,false
1950,contrived,0.0000012528392390187548,Google Books Ngram Viewer,en,0,false
1951,contrived,0.0000010742929125173717,Google Books Ngram Viewer,en,0,false
1952,contrived,0.0000011570469894417457,Google Books Ngram Viewer,en,0,false
1953,contrived,0.0000010737691177320485,Google Books Ngram Viewer,en,0,false
1954,contrived,0.0000011639993198198084,Google Books Ngram Viewer,en,0,false
1955,contrived,0.0000010648463786289142,Google Books Ngram Viewer,en,0,false
1956,contrived,0.0000010847977645056517,Google Books Ngram Viewer,en,0,false
1957,contrived,0.000001070663778079961,Google Books Ngram Viewer,en,0,false
1958,contrived,0.0000010823981473340183,Google Books Ngram Viewer,en,0,false
1959,contrived,0.000001056804019405888,Google Books Ngram Viewer,en,0,false
1960,contrived,0.0000011195086482285177,Google Books Ngram Viewer,en,0,false
1961,contrived,0.00000110830909161308,Google Books Ngram Viewer,en,0,false
1962,contrived,0.0000011193773559181608,Google Books Ngram Viewer,en,0,false
1963,contrived,0.0000012044880581818518,Google Books Ngram Viewer,en,0,false
1964,contrived,0.0000012006045299051138,Google Books Ngram Viewer,en,0,false
1965,contrived,0.0000012759784607796476,Google Books Ngram Viewer,en,0,false
1966,contrived,0.0000012916544811503172,Google Books Ngram Viewer,en,0,false
1967,contrived,0.0000012275750558288223,Google Books Ngram Viewer,en,0,false
1968,contrived,0.000001441042008387683,Google Books Ngram Viewer,en,0,false
1969,contrived,0.0000014474877456649438,Google Books Ngram Viewer,en,0,false
1970,contrived,0.0000013835462513434038,Google Books Ngram Viewer,en,0,false
1971,contrived,0.0000013264866600692926,Google Books Ngram Viewer,en,0,false
1972,contrived,0.0000012319005300298613,Google Books Ngram Viewer,en,0,false
1973,contrived,0.0000012413221517348916,Google Books Ngram Viewer,en,0,false
1974,contrived,0.0000012845545964701444,Google Books Ngram Viewer,en,0,false
1975,contrived,0.000001174551009786029,Google Books Ngram Viewer,en,0,false
1976,contrived,0.000001089716809676844,Google Books Ngram Viewer,en,0,false
1977,contrived,0.0000010534937959771895,Google Books Ngram Viewer,en,0,false
1978,contrived,0.0000010032791815106634,Google Books Ngram Viewer,en,0,false
1979,contrived,0.0000010066582696310888,Google Books Ngram Viewer,en,0,false
1980,contrived,0.0000010081118195781613,Google Books Ngram Viewer,en,0,false
1981,contrived,0.0000010220856752063412,Google Books Ngram Viewer,en,0,false
1982,contrived,0.0000010101769054582377,Google Books Ngram Viewer,en,0,false
1983,contrived,0.0000010153543639201956,Google Books Ngram Viewer,en,0,false
1984,contrived,0.0000010114884707590477,Google Books Ngram Viewer,en,0,false
1985,contrived,0.0000010153669081081063,Google Books Ngram Viewer,en,0,false
1986,contrived,0.0000010024453074297668,Google Books Ngram Viewer,en,0,false
1987,contrived,9.936111557973248e-7,Google Books Ngram Viewer,en,0,false
1988,contrived,9.831241818414327e-7,Google Books Ngram Viewer,en,0,false
1989,contrived,9.776854692500336e-7,Google Books Ngram Viewer,en,0,false
1990,contrived,9.718906017752715e-7,Google Books Ngram Viewer,en,0,false
1991,contrived,9.419085793549442e-7,Google Books Ngram Viewer,en,0,false
1992,contrived,9.444813819925457e-7,Google Books Ngram Viewer,en,0,false
1993,contrived,9.373696123748942e-7,Google Books Ngram Viewer,en,0,false
1994,contrived,9.193847076982564e-7,Google Books Ngram Viewer,en,0,false
1995,contrived,9.620576033597672e-7,Google Books Ngram Viewer,en,0,false
1996,contrived,9.846928692436308e-7,Google Books Ngram Viewer,en,0,false
1997,contrived,9.499579856075968e-7,Google Books Ngram Viewer,en,0,false
1998,contrived,0.000001034519979681292,Google Books Ngram Viewer,en,0,false
1999,contrived,0.0000010966327902428574,Google Books Ngram Viewer,en,0,false
2000,contrived,0.000001098202408345017,Google Books Ngram Viewer,en,0,false
2001,contrived,0.0000010898825362204434,Google Books Ngram Viewer,en,0,false
2002,contrived,0.00000109785687107955,Google Books Ngram Viewer,en,0,false
2003,contrived,0.000001146058816514639,Google Books Ngram Viewer,en,0,false
2004,contrived,0.0000011887500901419656,Google Books Ngram Viewer,en,0,false
2005,contrived,0.000001158721668836904,Google Books Ngram Viewer,en,0,false
2006,contrived,0.000001230757651349279,Google Books Ngram Viewer,en,0,false
2007,contrived,0.0000012902200881015347,Google Books Ngram Viewer,en,0,false
2008,contrived,0.0000013626559487445178,Google Books Ngram Viewer,en,0,false
2009,contrived,0.0000014250001041382632,Google Books Ngram Viewer,en,0,false
2010,contrived,0.0000015650616271845053,Google Books Ngram Viewer,en,0,false
2011,contrived,0.000001588206818836646,Google Books Ngram Viewer,en,0,false
2012,contrived,0.0000013087330713590362,Google Books Ngram Viewer,en,0,false
2013,contrived,0.0000015601024418998577,Google Books Ngram Viewer,en,0,false
2014,contrived,0.0000017876363274105245,Google Books Ngram Viewer,en,0,false
2015,contrived,0.00000164988763873275,Google Books Ngram Viewer,en,0,false
2016,contrived,0.0000015459921371974161,Google Books Ngram Viewer,en,0,false
2017,contrived,0.0000014956842613322863,Google Books Ngram Viewer,en,0,false
2018,contrived,0.0000014676118436085517,Google Books Ngram Viewer,en,0,false
2019,contrived,0.000001260927681379087,Google Books Ngram Viewer,en,0,false
1800,artful,0.000008562690883895385,Google Books Ngram Viewer,en,0,false
1801,artful,0.000007142222124834063,Google Books Ngram Viewer,en,0,false
1802,artful,0.000007597467747366693,Google Books Ngram Viewer,en,0,false
1803,artful,0.000005493730586891843,Google Books Ngram Viewer,en,0,false
1804,artful,0.000006446826604999956,Google Books Ngram Viewer,en,0,false
1805,artful,0.000007384781608443802,Google Books Ngram Viewer,en,0,false
1806,artful,0.000007038633941469641,Google Books Ngram Viewer,en,0,false
1807,artful,0.00000620327428535461,Google Books Ngram Viewer,en,0,false
1808,artful,0.000006291978820627264,Google Books Ngram Viewer,en,0,false
1809,artful,0.000006792309484637826,Google Books Ngram Viewer,en,0,false
1810,artful,0.000008511602537675245,Google Books Ngram Viewer,en,0,false
1811,artful,0.0000068314394741086915,Google Books Ngram Viewer,en,0,false
1812,artful,0.000006052750126883666,Google Books Ngram Viewer,en,0,false
1813,artful,0.000005748379250825053,Google Books Ngram Viewer,en,0,false
1814,artful,0.000005323894852082844,Google Books Ngram Viewer,en,0,false
1815,artful,0.000005533279513247891,Google Books Ngram Viewer,en,0,false
1816,artful,0.000004685292566364296,Google Books Ngram Viewer,en,0,false
1817,artful,0.000005059869221391011,Google Books Ngram Viewer,en,0,false
1818,artful,0.000005351468342240651,Google Books Ngram Viewer,en,0,false
1819,artful,0.0000052147418774239895,Google Books Ngram Viewer,en,0,false
1820,artful,0.000005040722362181782,Google Books Ngram Viewer,en,0,false
1821,artful,0.000005040503594955226,Google Books Ngram Viewer,en,0,false
1822,artful,0.000006273763783148922,Google Books Ngram Viewer,en,0,false
1823,artful,0.000005919951181709848,Google Books Ngram Viewer,en,0,false
1824,artful,0.000005364327194001817,Google Books Ngram Viewer,en,0,false
1825,artful,0.0000052205081448875035,Google Books Ngram Viewer,en,0,false
1826,artful,0.0000049788860181365635,Google Books Ngram Viewer,en,0,false
1827,artful,0.000005353938652419288,Google Books Ngram Viewer,en,0,false
1828,artful,0.000004622747421301199,Google Books Ngram Viewer,en,0,false
1829,artful,0.000003849955426460383,Google Books Ngram Viewer,en,0,false
1830,artful,0.000004695906426377405,Google Books Ngram Viewer,en,0,false
1831,artful,0.00000431933565536724,Google Books Ngram Viewer,en,0,false
1832,artful,0.0000028743949203047237,Google Books Ngram Viewer,en,0,false
1833,artful,0.000003387986918568231,Google Books Ngram Viewer,en,0,false
1834,artful,0.000003237953789092529,Google Books Ngram Viewer,en,0,false
