ngram	year	match_count	volume_count	ngram_order	corpus_release	source_shard	wide_field_index
for ever	1895	81372	12100	2	googlebooks-eng-20200217	2-00407-of-00589.gz	333
for ever	1896	96322	12446	2	googlebooks-eng-20200217	2-00407-of-00589.gz	334
for ever	1897	79046	12169	2	googlebooks-eng-20200217	2-00407-of-00589.gz	335
for ever	1898	86528	12611	2	googlebooks-eng-20200217	2-00407-of-00589.gz	336
for ever	1899	107282	14384	2	googlebooks-eng-20200217	2-00407-of-00589.gz	337
for ever	1900	96665	13962	2	googlebooks-eng-20200217	2-00407-of-00589.gz	338
for ever	1901	100945	14115	2	googlebooks-eng-20200217	2-00407-of-00589.gz	339
for ever	1902	99230	14066	2	googlebooks-eng-20200217	2-00407-of-00589.gz	340
for ever	1903	114051	14235	2	googlebooks-eng-20200217	2-00407-of-00589.gz	341
for ever	1904	116612	15557	2	googlebooks-eng-20200217	2-00407-of-00589.gz	342
for ever	1905	93505	14357	2	googlebooks-eng-20200217	2-00407-of-00589.gz	343
for ever	1906	106657	15241	2	googlebooks-eng-20200217	2-00407-of-00589.gz	344
for ever	1907	95788	14973	2	googlebooks-eng-20200217	2-00407-of-00589.gz	345
for ever	1908	98747	15667	2	googlebooks-eng-20200217	2-00407-of-00589.gz	346
for ever	1909	89208	14383	2	googlebooks-eng-20200217	2-00407-of-00589.gz	347
for ever	1910	94148	14713	2	googlebooks-eng-20200217	2-00407-of-00589.gz	348
for ever	1911	91706	14493	2	googlebooks-eng-20200217	2-00407-of-00589.gz	349
for ever	1912	93101	15410	2	googlebooks-eng-20200217	2-00407-of-00589.gz	350
for ever	1913	81126	14131	2	googlebooks-eng-20200217	2-00407-of-00589.gz	351
for ever	1914	82789	13986	2	googlebooks-eng-20200217	2-00407-of-00589.gz	352
for ever	1915	63904	12210	2	googlebooks-eng-20200217	2-00407-of-00589.gz	353
for ever	1916	55249	11621	2	googlebooks-eng-20200217	2-00407-of-00589.gz	354
for ever	1917	56132	11483	2	googlebooks-eng-20200217	2-00407-of-00589.gz	355
for ever	1918	47852	10500	2	googlebooks-eng-20200217	2-00407-of-00589.gz	356
for ever	1919	53824	11751	2	googlebooks-eng-20200217	2-00407-of-00589.gz	357
for ever	1920	69430	14085	2	googlebooks-eng-20200217	2-00407-of-00589.gz	358
for ever	1921	57699	12035	2	googlebooks-eng-20200217	2-00407-of-00589.gz	359
for ever	1922	62112	12786	2	googlebooks-eng-20200217	2-00407-of-00589.gz	360
for ever	1923	48986	9434	2	googlebooks-eng-20200217	2-00407-of-00589.gz	361
for ever	1924	40473	8010	2	googlebooks-eng-20200217	2-00407-of-00589.gz	362
for ever	1925	48088	9185	2	googlebooks-eng-20200217	2-00407-of-00589.gz	363
for ever	1926	48508	8846	2	googlebooks-eng-20200217	2-00407-of-00589.gz	364
for ever	1927	45763	9287	2	googlebooks-eng-20200217	2-00407-of-00589.gz	365
for ever	1928	44548	9157	2	googlebooks-eng-20200217	2-00407-of-00589.gz	366
for ever	1929	48109	9069	2	googlebooks-eng-20200217	2-00407-of-00589.gz	367
for ever	1930	44337	9058	2	googlebooks-eng-20200217	2-00407-of-00589.gz	368
for ever	1931	43535	8773	2	googlebooks-eng-20200217	2-00407-of-00589.gz	369
for ever	1932	39870	7717	2	googlebooks-eng-20200217	2-00407-of-00589.gz	370
for ever	1933	35129	7087	2	googlebooks-eng-20200217	2-00407-of-00589.gz	371
for ever	1934	37976	7283	2	googlebooks-eng-20200217	2-00407-of-00589.gz	372
for ever	1935	38704	7881	2	googlebooks-eng-20200217	2-00407-of-00589.gz	373
for ever	1936	40998	7733	2	googlebooks-eng-20200217	2-00407-of-00589.gz	374
for ever	1937	35089	7676	2	googlebooks-eng-20200217	2-00407-of-00589.gz	375
for ever	1938	36388	7710	2	googlebooks-eng-20200217	2-00407-of-00589.gz	376
for ever	1939	31736	7230	2	googlebooks-eng-20200217	2-00407-of-00589.gz	377
for ever	1940	29360	6130	2	googlebooks-eng-20200217	2-00407-of-00589.gz	378
for ever	1941	22482	5509	2	googlebooks-eng-20200217	2-00407-of-00589.gz	379
for ever	1942	21268	5153	2	googlebooks-eng-20200217	2-00407-of-00589.gz	380
for ever	1943	19943	5012	2	googlebooks-eng-20200217	2-00407-of-00589.gz	381
for ever	1944	19341	4966	2	googlebooks-eng-20200217	2-00407-of-00589.gz	382
for ever	1945	25015	5616	2	googlebooks-eng-20200217	2-00407-of-00589.gz	383
for ever	1946	31909	7538	2	googlebooks-eng-20200217	2-00407-of-00589.gz	384
for ever	1947	34971	8046	2	googlebooks-eng-20200217	2-00407-of-00589.gz	385
for ever	1948	37179	8276	2	googlebooks-eng-20200217	2-00407-of-00589.gz	386
for ever	1949	38298	8778	2	googlebooks-eng-20200217	2-00407-of-00589.gz	387
for ever	1950	48892	9571	2	googlebooks-eng-20200217	2-00407-of-00589.gz	388
for ever	1951	42642	9048	2	googlebooks-eng-20200217	2-00407-of-00589.gz	389
for ever	1952	50629	9630	2	googlebooks-eng-20200217	2-00407-of-00589.gz	390
for ever	1953	38209	9158	2	googlebooks-eng-20200217	2-00407-of-00589.gz	391
for ever	1954	36766	9220	2	googlebooks-eng-20200217	2-00407-of-00589.gz	392
for ever	1955	44614	9922	2	googlebooks-eng-20200217	2-00407-of-00589.gz	393
for ever	1956	45182	10420	2	googlebooks-eng-20200217	2-00407-of-00589.gz	394
for ever	1957	46765	10999	2	googlebooks-eng-20200217	2-00407-of-00589.gz	395
for ever	1958	44536	11156	2	googlebooks-eng-20200217	2-00407-of-00589.gz	396
for ever	1959	43071	11337	2	googlebooks-eng-20200217	2-00407-of-00589.gz	397
for ever	1960	47266	12734	2	googlebooks-eng-20200217	2-00407-of-00589.gz	398
for ever	1961	54261	13882	2	googlebooks-eng-20200217	2-00407-of-00589.gz	399
for ever	1962	59251	14906	2	googlebooks-eng-20200217	2-00407-of-00589.gz	400
for ever	1963	66172	15821	2	googlebooks-eng-20200217	2-00407-of-00589.gz	401
for ever	1964	57215	15407	2	googlebooks-eng-20200217	2-00407-of-00589.gz	402
for ever	1965	73080	17310	2	googlebooks-eng-20200217	2-00407-of-00589.gz	403
for ever	1966	71990	18105	2	googlebooks-eng-20200217	2-00407-of-00589.gz	404
for ever	1967	86541	19694	2	googlebooks-eng-20200217	2-00407-of-00589.gz	405
for ever	1968	101815	21521	2	googlebooks-eng-20200217	2-00407-of-00589.gz	406
for ever	1969	93826	20809	2	googlebooks-eng-20200217	2-00407-of-00589.gz	407
for ever	1970	89096	20027	2	googlebooks-eng-20200217	2-00407-of-00589.gz	408
for ever	1971	80082	18831	2	googlebooks-eng-20200217	2-00407-of-00589.gz	409
for ever	1972	66691	17802	2	googlebooks-eng-20200217	2-00407-of-00589.gz	410
for ever	1973	64099	16983	2	googlebooks-eng-20200217	2-00407-of-00589.gz	411
for ever	1974	57718	16133	2	googlebooks-eng-20200217	2-00407-of-00589.gz	412
for ever	1975	57598	15874	2	googlebooks-eng-20200217	2-00407-of-00589.gz	413
for ever	1976	57754	15884	2	googlebooks-eng-20200217	2-00407-of-00589.gz	414
for ever	1977	53545	15901	2	googlebooks-eng-20200217	2-00407-of-00589.gz	415
for ever	1978	51905	15569	2	googlebooks-eng-20200217	2-00407-of-00589.gz	416
for ever	1979	61621	15607	2	googlebooks-eng-20200217	2-00407-of-00589.gz	417
for ever	1980	48468	14978	2	googlebooks-eng-20200217	2-00407-of-00589.gz	418
for ever	1981	45601	14630	2	googlebooks-eng-20200217	2-00407-of-00589.gz	419
for ever	1982	45289	15032	2	googlebooks-eng-20200217	2-00407-of-00589.gz	420
for ever	1983	51711	15491	2	googlebooks-eng-20200217	2-00407-of-00589.gz	421
for ever	1984	52678	16192	2	googlebooks-eng-20200217	2-00407-of-00589.gz	422
for ever	1985	54020	16163	2	googlebooks-eng-20200217	2-00407-of-00589.gz	423
for ever	1986	52295	16543	2	googlebooks-eng-20200217	2-00407-of-00589.gz	424
for ever	1987	50009	17017	2	googlebooks-eng-20200217	2-00407-of-00589.gz	425
for ever	1988	52235	16907	2	googlebooks-eng-20200217	2-00407-of-00589.gz	426
for ever	1989	54136	17654	2	googlebooks-eng-20200217	2-00407-of-00589.gz	427
for ever	1990	56142	18031	2	googlebooks-eng-20200217	2-00407-of-00589.gz	428
for ever	1991	51664	17227	2	googlebooks-eng-20200217	2-00407-of-00589.gz	429
for ever	1992	55559	18124	2	googlebooks-eng-20200217	2-00407-of-00589.gz	430
for ever	1993	54605	17492	2	googlebooks-eng-20200217	2-00407-of-00589.gz	431
for ever	1994	53161	17783	2	googlebooks-eng-20200217	2-00407-of-00589.gz	432
for ever	1995	57541	18774	2	googlebooks-eng-20200217	2-00407-of-00589.gz	433
for ever	1996	61711	19349	2	googlebooks-eng-20200217	2-00407-of-00589.gz	434
for ever	1997	57251	19260	2	googlebooks-eng-20200217	2-00407-of-00589.gz	435
for ever	1998	68179	20291	2	googlebooks-eng-20200217	2-00407-of-00589.gz	436
for ever	1999	73279	21492	2	googlebooks-eng-20200217	2-00407-of-00589.gz	437
for ever	2000	84889	24513	2	googlebooks-eng-20200217	2-00407-of-00589.gz	438
for ever	2001	77239	23040	2	googlebooks-eng-20200217	2-00407-of-00589.gz	439
for ever	2002	76284	25493	2	googlebooks-eng-20200217	2-00407-of-00589.gz	440
for ever	2003	99487	27196	2	googlebooks-eng-20200217	2-00407-of-00589.gz	441
for ever	2004	119059	31323	2	googlebooks-eng-20200217	2-00407-of-00589.gz	442
for ever	2005	98757	28390	2	googlebooks-eng-20200217	2-00407-of-00589.gz	443
for ever	2006	141415	33981	2	googlebooks-eng-20200217	2-00407-of-00589.gz	444
for ever	2007	133262	33978	2	googlebooks-eng-20200217	2-00407-of-00589.gz	445
for ever	2008	191231	42747	2	googlebooks-eng-20200217	2-00407-of-00589.gz	446
for ever	2009	168625	40569	2	googlebooks-eng-20200217	2-00407-of-00589.gz	447
for ever	2010	164684	39095	2	googlebooks-eng-20200217	2-00407-of-00589.gz	448
for ever	2011	152566	39209	2	googlebooks-eng-20200217	2-00407-of-00589.gz	449
for ever	2012	180388	45290	2	googlebooks-eng-20200217	2-00407-of-00589.gz	450
for ever	2013	196942	47248	2	googlebooks-eng-20200217	2-00407-of-00589.gz	451
for ever	2014	177606	43275	2	googlebooks-eng-20200217	2-00407-of-00589.gz	452
for ever	2015	178989	35655	2	googlebooks-eng-20200217	2-00407-of-00589.gz	453
for ever	2016	150969	33515	2	googlebooks-eng-20200217	2-00407-of-00589.gz	454
for ever	2017	307069	33337	2	googlebooks-eng-20200217	2-00407-of-00589.gz	455
for ever	2018	272942	38789	2	googlebooks-eng-20200217	2-00407-of-00589.gz	456
for ever	2019	173780	34875	2	googlebooks-eng-20200217	2-00407-of-00589.gz	457
